ticket_id,timestamp,vendor_id,asset_id,description,category,priority
TKT_0082,2026-08-26 23:56:00,VENDOR_04,OT_01,New external device accessed OT_01 outside the approved maintenance window.,security_concern,High
TKT_0203,2026-08-27 02:59:00,VENDOR_08,OT_07,Communication loss from OT_07; field technician assigned to inspect equipment.,equipment_fault,Medium
TKT_0107,2026-08-27 05:49:00,VENDOR_10,OT_11,Repeated sensor alarm on OT_11; possible calibration or hardware fault.,equipment_fault,Medium
TKT_0047,2026-08-27 07:40:00,VENDOR_01,OT_01,Communication loss from OT_01; field technician assigned to inspect equipment.,equipment_fault,Medium
TKT_0096,2026-08-27 09:04:00,VENDOR_03,OT_01,Communication loss from OT_01; field technician assigned to inspect equipment.,equipment_fault,Medium
TKT_0193,2026-08-27 09:27:00,VENDOR_02,OT_06,Multiple failed VPN attempts followed by unusual controller commands for OT_06.,security_concern,High
TKT_0212,2026-08-27 19:08:00,VENDOR_09,OT_07,Unexpected remote login and configuration activity detected on OT_07; verify vendor account.,security_concern,High
TKT_0235,2026-08-28 03:01:00,VENDOR_08,OT_06,Scheduled inspection completed for OT_06; readings are within normal range.,normal_maintenance,Low
TKT_0179,2026-08-28 04:13:00,VENDOR_08,OT_14,Monthly valve and pump maintenance completed on OT_14 during approved window.,normal_maintenance,Low
TKT_0163,2026-08-28 07:58:00,VENDOR_10,OT_09,Scheduled inspection completed for OT_09; readings are within normal range.,normal_maintenance,Low
TKT_0054,2026-08-28 07:58:00,VENDOR_02,OT_13,Operator reported unstable pressure readings on OT_13; engineering review requested.,security_concern,Medium
TKT_0094,2026-08-28 10:27:00,VENDOR_02,OT_05,Unexpected remote login and configuration activity detected on OT_05; verify vendor account.,normal_maintenance,High
TKT_0055,2026-08-28 12:19:00,VENDOR_12,OT_13,Vendor performed routine firmware check on OT_13; no fault was found.,normal_maintenance,Low
TKT_0091,2026-08-28 12:46:00,VENDOR_05,OT_04,Communication loss from OT_04; field technician assigned to inspect equipment.,equipment_fault,Medium
TKT_0230,2026-08-28 13:44:00,VENDOR_05,OT_05,Vendor performed routine firmware check on OT_05; no fault was found.,normal_maintenance,Low
TKT_0124,2026-08-28 14:22:00,VENDOR_12,OT_02,Operator reported unstable pressure readings on OT_02; engineering review requested.,equipment_fault,Medium
TKT_0001,2026-08-28 15:14:00,VENDOR_08,OT_11,Scheduled inspection completed for OT_11; readings are within normal range.,normal_maintenance,Low
TKT_0011,2026-08-28 16:42:00,VENDOR_12,OT_14,Communication loss from OT_14; field technician assigned to inspect equipment.,equipment_fault,Medium
TKT_0097,2026-08-28 17:30:00,VENDOR_12,OT_01,New external device accessed OT_01 outside the approved maintenance window.,security_concern,High
TKT_0023,2026-08-28 19:55:00,VENDOR_11,OT_12,Vendor performed routine firmware check on OT_12; no fault was found.,normal_maintenance,Low
TKT_0134,2026-08-28 21:19:00,VENDOR_02,OT_05,Vendor performed routine firmware check on OT_05; no fault was found.,normal_maintenance,Low
TKT_0171,2026-08-28 21:47:00,VENDOR_11,OT_07,Unexpected remote login and configuration activity detected on OT_07; verify vendor account.,security_concern,High
TKT_0117,2026-08-29 00:26:00,VENDOR_02,OT_07,Vendor performed routine firmware check on OT_07; no fault was found.,normal_maintenance,Low
TKT_0238,2026-08-29 00:42:00,VENDOR_01,OT_08,Vendor performed routine firmware check on OT_08; no fault was found.,normal_maintenance,Low
TKT_0120,2026-08-29 01:48:00,VENDOR_06,OT_03,Monthly valve and pump maintenance completed on OT_03 during approved window.,normal_maintenance,Low
TKT_0215,2026-08-29 08:31:00,VENDOR_05,OT_10,Operator reported unstable pressure readings on OT_10; engineering review requested.,equipment_fault,Medium
TKT_0099,2026-08-29 10:07:00,VENDOR_04,OT_15,Repeated sensor alarm on OT_15; possible calibration or hardware fault.,equipment_fault,Medium
TKT_0144,2026-08-29 10:14:00,VENDOR_06,OT_03,Unexpected remote login and configuration activity detected on OT_03; verify vendor account.,security_concern,High
TKT_0150,2026-08-29 13:08:00,VENDOR_09,OT_08,Unexpected remote login and configuration activity detected on OT_08; verify vendor account.,security_concern,High
TKT_0204,2026-08-29 20:54:00,VENDOR_08,OT_10,Scheduled inspection completed for OT_10; readings are within normal range.,normal_maintenance,Low
TKT_0008,2026-08-29 21:31:00,VENDOR_02,OT_14,Monthly valve and pump maintenance completed on OT_14 during approved window.,normal_maintenance,Low
TKT_0044,2026-08-29 23:39:00,VENDOR_09,OT_04,Monthly valve and pump maintenance completed on OT_04 during approved window.,normal_maintenance,Low
TKT_0114,2026-08-30 00:31:00,VENDOR_02,OT_02,Multiple failed VPN attempts followed by unusual controller commands for OT_02.,security_concern,High
TKT_INC_01,2026-08-30 02:38:00,VENDOR_07,OT_04,Urgent: failed remote logins were followed by unapproved commands and abnormal pressure on OT_04.,security_concern,High
TKT_0111,2026-08-30 03:04:00,VENDOR_02,OT_01,Monthly valve and pump maintenance completed on OT_01 during approved window.,normal_maintenance,Low
TKT_0036,2026-08-30 05:06:00,VENDOR_02,OT_15,Multiple failed VPN attempts followed by unusual controller commands for OT_15.,security_concern,High
TKT_0156,2026-08-30 09:01:00,VENDOR_11,OT_09,Unexpected remote login and configuration activity detected on OT_09; verify vendor account.,security_concern,High
TKT_0146,2026-08-30 13:46:00,VENDOR_06,OT_12,Repeated sensor alarm on OT_12; possible calibration or hardware fault.,equipment_fault,Medium
TKT_0121,2026-08-30 20:25:00,VENDOR_05,OT_04,Vendor performed routine firmware check on OT_04; no fault was found.,normal_maintenance,Low
TKT_0053,2026-08-30 23:36:00,VENDOR_12,OT_09,Communication loss from OT_09; field technician assigned to inspect equipment.,equipment_fault,Medium
TKT_0045,2026-08-30 23:49:00,VENDOR_11,OT_09,Monthly valve and pump maintenance completed on OT_09 during approved window.,normal_maintenance,Low
TKT_0109,2026-08-31 02:06:00,VENDOR_02,OT_09,Communication loss from OT_09; field technician assigned to inspect equipment.,equipment_fault,Medium
TKT_0159,2026-08-31 06:14:00,VENDOR_06,OT_03,Multiple failed VPN attempts followed by unusual controller commands for OT_03.,security_concern,High
TKT_0136,2026-08-31 07:09:00,VENDOR_06,OT_12,Scheduled inspection completed for OT_12; readings are within normal range.,normal_maintenance,Low
TKT_0046,2026-08-31 14:19:00,VENDOR_09,OT_15,Scheduled inspection completed for OT_15; readings are within normal range.,normal_maintenance,Low
TKT_0070,2026-08-31 15:02:00,VENDOR_11,OT_11,Multiple failed VPN attempts followed by unusual controller commands for OT_11.,security_concern,High
TKT_0245,2026-08-31 18:10:00,VENDOR_01,OT_05,Scheduled inspection completed for OT_05; readings are within normal range.,equipment_fault,Low
TKT_0052,2026-08-31 19:25:00,VENDOR_06,OT_09,Communication loss from OT_09; field technician assigned to inspect equipment.,equipment_fault,Medium
TKT_0075,2026-08-31 22:12:00,VENDOR_01,OT_15,New external device accessed OT_15 outside the approved maintenance window.,security_concern,High
TKT_0155,2026-08-31 23:01:00,VENDOR_04,OT_10,Repeated sensor alarm on OT_10; possible calibration or hardware fault.,equipment_fault,Medium
